Tanggal,Nomor Hari,Hari,Bulan,Tahun,Nama Service,Harga
4/17/2023,17,Monday,April,2023,potong rambut + cuci,40000
4/17/2023,17,Monday,April,2023,potong rambut + cuci,40000
4/17/2023,17,Monday,April,2023,potong rambut + catok,65000
4/17/2023,17,Monday,April,2023,potong rambut + cuci,40000
4/17/2023,17,Monday,April,2023,potong rambut + cuci,40000
4/17/2023,17,Monday,April,2023,potong rambut + cuci,40000
4/17/2023,17,Monday,April,2023,potong rambut + cuci,40000
4/18/2023,18,Tuesday,April,2023,potong rambut,35000
4/18/2023,18,Tuesday,April,2023,catok + cuci,35000
4/18/2023,18,Tuesday,April,2023,potong rambut,35000
4/18/2023,18,Tuesday,April,2023,potong rambut + cuci + tonic,50000
4/18/2023,18,Tuesday,April,2023,potong rambut + cuci + catok,70000
4/18/2023,18,Tuesday,April,2023,catok,30000
4/18/2023,18,Tuesday,April,2023,potong rambut,35000
4/18/2023,18,Tuesday,April,2023,cat rambut,250000
4/18/2023,18,Tuesday,April,2023,smothing,400000
4/18/2023,18,Tuesday,April,2023,facial,50000
4/18/2023,18,Tuesday,April,2023,creambath,55000
4/18/2023,18,Tuesday,April,2023,masker,65000
4/18/2023,18,Tuesday,April,2023,potong rambut + cuci,40000
4/18/2023,18,Tuesday,April,2023,potong rambut + cuci,40000
4/18/2023,18,Tuesday,April,2023,potong rambut + cuci,40000
4/18/2023,18,Tuesday,April,2023,potong rambut + cuci + catok,70000
4/18/2023,18,Tuesday,April,2023,creambath,55000
4/18/2023,18,Tuesday,April,2023,catok variasi,35000
4/18/2023,18,Tuesday,April,2023,potong rambut + cuci,40000
4/18/2023,18,Tuesday,April,2023,cat rambut,700000
4/18/2023,18,Tuesday,April,2023,cat rambut,700000
4/18/2023,18,Tuesday,April,2023,cat rambut,400000
4/18/2023,18,Tuesday,April,2023,potong rambut,35000
4/18/2023,18,Tuesday,April,2023,potong rambut + cuci,40000
4/19/2023,19,Wednesday,April,2023,potong rambut,35000
4/19/2023,19,Wednesday,April,2023,potong rambut,35000
4/19/2023,19,Wednesday,April,2023,potong rambut + cuci,40000
4/19/2023,19,Wednesday,April,2023,cat rambut,200000
4/19/2023,19,Wednesday,April,2023,cat rambut (obat bawa sendiri),80000
4/19/2023,19,Wednesday,April,2023,potong rambut + cuci + catok,70000
4/19/2023,19,Wednesday,April,2023,potong rambut + cuci,40000
4/19/2023,19,Wednesday,April,2023,potong rambut + cuci,40000
4/19/2023,19,Wednesday,April,2023,perm (keriting),200000
4/19/2023,19,Wednesday,April,2023,perm (keriting),250000
4/19/2023,19,Wednesday,April,2023,potong rambut + cuci,40000
4/19/2023,19,Wednesday,April,2023,potong rambut + cuci + catok,70000
4/19/2023,19,Wednesday,April,2023,catok + cuci,35000
4/19/2023,19,Wednesday,April,2023,smothing,500000
4/19/2023,19,Wednesday,April,2023,potong rambut,35000
4/19/2023,19,Wednesday,April,2023,cat rambut (obat bawa sendiri),90000
4/19/2023,19,Wednesday,April,2023,hair spa,65000
4/19/2023,19,Wednesday,April,2023,cat rambut,350000
4/19/2023,19,Wednesday,April,2023,potong rambut + cuci,40000
4/19/2023,19,Wednesday,April,2023,potong rambut + cuci,40000
4/19/2023,19,Wednesday,April,2023,cat rambut,350000
4/19/2023,19,Wednesday,April,2023,smothing,400000
4/19/2023,19,Wednesday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,potong rambut anak,30000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,catok + cuci,35000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,smothing,400000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci + catok,70000
4/20/2023,20,Thursday,April,2023,cat rambut,450000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,potong rambut,35000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,potong rambut,35000
4/20/2023,20,Thursday,April,2023,cat rambut (obat bawa sendiri),85000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,cat rambut,450000
4/20/2023,20,Thursday,April,2023,catok variasi,35000
4/20/2023,20,Thursday,April,2023,cat rambut,600000
4/20/2023,20,Thursday,April,2023,catok variasi,35000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,potong rambut + cuci,40000
4/20/2023,20,Thursday,April,2023,cat rambut,200000
4/21/2023,21,Friday,April,2023,potong rambut + cuci,40000
4/21/2023,21,Friday,April,2023,potong rambut + cuci,40000
4/21/2023,21,Friday,April,2023,potong rambut + cuci,40000
4/21/2023,21,Friday,April,2023,potong rambut,35000
4/21/2023,21,Friday,April,2023,potong rambut,35000
4/21/2023,21,Friday,April,2023,potong rambut + cuci,40000
4/21/2023,21,Friday,April,2023,potong rambut,35000
4/21/2023,21,Friday,April,2023,potong rambut + cuci,40000
4/21/2023,21,Friday,April,2023,catok variasi,35000
4/21/2023,21,Friday,April,2023,perm (keriting),250000
4/21/2023,21,Friday,April,2023,cat rambut,200000
4/21/2023,21,Friday,April,2023,potong rambut + cuci + catok variasi,75000
4/21/2023,21,Friday,April,2023,catok variasi,35000
4/21/2023,21,Friday,April,2023,potong rambut + cuci,40000
4/21/2023,21,Friday,April,2023,potong rambut + cuci,40000
4/21/2023,21,Friday,April,2023,potong rambut + cuci,40000
4/21/2023,21,Friday,April,2023,potong rambut,35000
4/21/2023,21,Friday,April,2023,potong rambut,35000
4/21/2023,21,Friday,April,2023,potong rambut + cuci,40000
4/21/2023,21,Friday,April,2023,catok variasi,35000
4/21/2023,21,Friday,April,2023,potong rambut + cuci,40000
4/21/2023,21,Friday,April,2023,potong rambut,35000
4/21/2023,21,Friday,April,2023,cat rambut (obat bawa sendiri),90000
4/21/2023,21,Friday,April,2023,potong rambut + cuci,40000
4/24/2023,24,Monday,April,2023,sambung rambut,1115000
4/24/2023,24,Monday,April,2023,catok,35000
4/24/2023,24,Monday,April,2023,potong rambut,35000
4/24/2023,24,Monday,April,2023,potong rambut + cuci,40000
4/24/2023,24,Monday,April,2023,smothing,375000
4/24/2023,24,Monday,April,2023,potong rambut,35000
4/24/2023,24,Monday,April,2023,potong rambut + cuci,40000
4/24/2023,24,Monday,April,2023,potong rambut,35000
4/24/2023,24,Monday,April,2023,potong rambut anak,30000
4/24/2023,24,Monday,April,2023,cat rambut,600000
4/24/2023,24,Monday,April,2023,cat rambut,250000
4/24/2023,24,Monday,April,2023,cat rambut,200000
4/25/2023,25,Tuesday,April,2023,potong rambut + cuci,40000
4/25/2023,25,Tuesday,April,2023,potong rambut,35000
4/25/2023,25,Tuesday,April,2023,potong rambut + cuci,40000
4/25/2023,25,Tuesday,April,2023,potong rambut + cuci,40000
4/25/2023,25,Tuesday,April,2023,potong rambut + cuci,40000
4/25/2023,25,Tuesday,April,2023,catok,30000
4/25/2023,25,Tuesday,April,2023,potong rambut + cuci,40000
4/25/2023,25,Tuesday,April,2023,potong rambut + cuci,40000
4/25/2023,25,Tuesday,April,2023,potong rambut,35000
4/25/2023,25,Tuesday,April,2023,potong rambut,35000
4/25/2023,25,Tuesday,April,2023,potong rambut + cuci,40000
4/26/2023,26,Wednesday,April,2023,smothing,400000
4/26/2023,26,Wednesday,April,2023,potong rambut,35000
4/26/2023,26,Wednesday,April,2023,potong rambut + cuci,40000
4/26/2023,26,Wednesday,April,2023,potong rambut + cuci,40000
4/26/2023,26,Wednesday,April,2023,potong rambut + cuci,40000
4/26/2023,26,Wednesday,April,2023,potong rambut + cuci,40000
4/26/2023,26,Wednesday,April,2023,potong rambut,35000
4/26/2023,26,Wednesday,April,2023,potong rambut + cuci + tonic,50000
4/26/2023,26,Wednesday,April,2023,potong rambut + cuci,40000
4/26/2023,26,Wednesday,April,2023,potong rambut + cuci,40000
4/26/2023,26,Wednesday,April,2023,potong rambut + cuci,40000
4/26/2023,26,Wednesday,April,2023,potong rambut + cuci,40000
4/26/2023,26,Wednesday,April,2023,potong rambut + cuci,40000
4/26/2023,26,Wednesday,April,2023,potong rambut + cuci,40000
4/26/2023,26,Wednesday,April,2023,potong rambut + cuci,40000
4/27/2023,27,Thursday,April,2023,potong rambut,35000
4/27/2023,27,Thursday,April,2023,potong rambut,35000
4/27/2023,27,Thursday,April,2023,cat rambut,600000
4/27/2023,27,Thursday,April,2023,potong rambut + cuci,40000
4/27/2023,27,Thursday,April,2023,potong rambut + cuci,40000
4/27/2023,27,Thursday,April,2023,potong rambut,35000
4/27/2023,27,Thursday,April,2023,potong rambut,35000
4/27/2023,27,Thursday,April,2023,potong rambut + cuci + catok,70000
4/27/2023,27,Thursday,April,2023,potong rambut + cuci,40000
4/27/2023,27,Thursday,April,2023,potong rambut + cuci,40000
4/27/2023,27,Thursday,April,2023,potong rambut + cuci + catok,70000
4/27/2023,27,Thursday,April,2023,catok,30000
4/27/2023,27,Thursday,April,2023,catok variasi,35000
4/27/2023,27,Thursday,April,2023,potong rambut + cuci,40000
4/27/2023,27,Thursday,April,2023,potong rambut + cuci,40000
4/27/2023,27,Thursday,April,2023,hair spa,65000
4/27/2023,27,Thursday,April,2023,potong rambut + cuci,40000
4/27/2023,27,Thursday,April,2023,potong rambut + cuci,40000
4/28/2023,28,Friday,April,2023,potong rambut + cuci,40000
4/28/2023,28,Friday,April,2023,potong rambut,35000
4/28/2023,28,Friday,April,2023,potong rambut + cuci,40000
4/28/2023,28,Friday,April,2023,hair spa,65000
4/28/2023,28,Friday,April,2023,potong rambut + cuci,40000
4/28/2023,28,Friday,April,2023,potong rambut + cuci,40000
4/28/2023,28,Friday,April,2023,potong rambut + cuci,40000
4/28/2023,28,Friday,April,2023,cat rambut,250000
4/28/2023,28,Friday,April,2023,potong rambut,35000
4/28/2023,28,Friday,April,2023,potong rambut anak cowo,25000
4/28/2023,28,Friday,April,2023,potong rambut,35000
4/28/2023,28,Friday,April,2023,cat rambut,125000
4/28/2023,28,Friday,April,2023,cat rambut,600000
4/28/2023,28,Friday,April,2023,potong rambut + cuci + catok,70000
4/28/2023,28,Friday,April,2023,potong rambut + cuci + catok,70000
4/28/2023,28,Friday,April,2023,catok variasi,35000
4/29/2023,29,Saturday,April,2023,potong rambut + cuci,40000
4/29/2023,29,Saturday,April,2023,catok,30000
4/29/2023,29,Saturday,April,2023,creambath,55000
4/29/2023,29,Saturday,April,2023,potong rambut,35000
4/29/2023,29,Saturday,April,2023,potong rambut,35000
4/29/2023,29,Saturday,April,2023,potong rambut,35000
4/29/2023,29,Saturday,April,2023,potong rambut + cuci,40000
4/29/2023,29,Saturday,April,2023,potong rambut + cuci,40000
4/29/2023,29,Saturday,April,2023,potong rambut + cuci,40000
4/29/2023,29,Saturday,April,2023,potong rambut + cuci,40000
4/29/2023,29,Saturday,April,2023,potong rambut + cuci,40000
4/29/2023,29,Saturday,April,2023,potong rambut + cuci,40000
4/29/2023,29,Saturday,April,2023,potong rambut,35000
4/29/2023,29,Saturday,April,2023,potong rambut,35000
4/29/2023,29,Saturday,April,2023,potong rambut,35000
4/29/2023,29,Saturday,April,2023,potong rambut + cuci,40000
4/29/2023,29,Saturday,April,2023,potong rambut + cuci,40000
4/29/2023,29,Saturday,April,2023,potong rambut + cuci,40000
4/29/2023,29,Saturday,April,2023,catok variasi,35000
4/29/2023,29,Saturday,April,2023,potong rambut + cuci,40000
4/29/2023,29,Saturday,April,2023,potong rambut,35000
4/29/2023,29,Saturday,April,2023,potong rambut + cuci + tonic,50000
4/29/2023,29,Saturday,April,2023,totok + facial,100000
4/29/2023,29,Saturday,April,2023,cat rambut (obat bawa sendiri),100000
4/30/2023,30,Sunday,April,2023,catok variasi + cuci,40000
4/30/2023,30,Sunday,April,2023,potong rambut,35000
4/30/2023,30,Sunday,April,2023,potong rambut + cuci + catok,70000
4/30/2023,30,Sunday,April,2023,creambath,50000
4/30/2023,30,Sunday,April,2023,potong rambut,30000
4/30/2023,30,Sunday,April,2023,potong rambut + cuci,40000
4/30/2023,30,Sunday,April,2023,potong rambut + cuci,40000
4/30/2023,30,Sunday,April,2023,potong rambut,35000
4/30/2023,30,Sunday,April,2023,potong rambut + cuci,40000
4/30/2023,30,Sunday,April,2023,cat rambut,350000
4/30/2023,30,Sunday,April,2023,smothing,450000
4/30/2023,30,Sunday,April,2023,potong rambut + cuci,40000
4/30/2023,30,Sunday,April,2023,potong rambut + cuci,40000
4/30/2023,30,Sunday,April,2023,alis,20000
4/30/2023,30,Sunday,April,2023,creambath,55000
4/30/2023,30,Sunday,April,2023,potong rambut + cuci,40000
4/30/2023,30,Sunday,April,2023,potong rambut,35000
4/30/2023,30,Sunday,April,2023,potong rambut + cuci,40000
5/1/2023,1,Monday,May,2023,potong rambut,35000
5/1/2023,1,Monday,May,2023,potong rambut + cuci,40000
5/1/2023,1,Monday,May,2023,creambath,55000
5/1/2023,1,Monday,May,2023,potong rambut,35000
5/1/2023,1,Monday,May,2023,potong rambut + cuci,40000
5/1/2023,1,Monday,May,2023,potong rambut + cuci + catok,70000
5/1/2023,1,Monday,May,2023,potong rambut + cuci + catok,70000
5/1/2023,1,Monday,May,2023,potong rambut + cuci + catok,70000
5/1/2023,1,Monday,May,2023,potong rambut + cuci,40000
5/1/2023,1,Monday,May,2023,potong rambut,35000
5/1/2023,1,Monday,May,2023,cat rambut,300000
5/2/2023,2,Tuesday,May,2023,potong rambut + cuci,40000
5/2/2023,2,Tuesday,May,2023,potong rambut + cuci,40000
5/2/2023,2,Tuesday,May,2023,potong rambut + cuci,40000
5/2/2023,2,Tuesday,May,2023,facial,50000
5/2/2023,2,Tuesday,May,2023,potong rambut + cuci,40000
5/2/2023,2,Tuesday,May,2023,potong rambut,35000
5/2/2023,2,Tuesday,May,2023,potong rambut + cuci,40000
5/2/2023,2,Tuesday,May,2023,potong rambut + cuci,40000
5/2/2023,2,Tuesday,May,2023,potong rambut + cuci,40000
5/2/2023,2,Tuesday,May,2023,creambath + catok,85000
5/2/2023,2,Tuesday,May,2023,alis,20000
5/2/2023,2,Tuesday,May,2023,cat rambut,400000
5/3/2023,3,Wednesday,May,2023,potong rambut + cuci,40000
5/3/2023,3,Wednesday,May,2023,potong rambut + cuci,40000
5/3/2023,3,Wednesday,May,2023,potong rambut,35000
5/3/2023,3,Wednesday,May,2023,potong rambut + cuci,40000
5/3/2023,3,Wednesday,May,2023,potong rambut + cuci + catok,70000
5/3/2023,3,Wednesday,May,2023,potong rambut + cuci,40000
5/3/2023,3,Wednesday,May,2023,potong rambut + cuci,40000
5/3/2023,3,Wednesday,May,2023,potong rambut + cuci,40000
5/4/2023,4,Thursday,May,2023,potong rambut,35000
5/4/2023,4,Thursday,May,2023,potong rambut,35000
5/4/2023,4,Thursday,May,2023,potong rambut + cuci,40000
5/4/2023,4,Thursday,May,2023,potong rambut + cuci,40000
5/4/2023,4,Thursday,May,2023,potong rambut + cuci,40000
5/4/2023,4,Thursday,May,2023,potong rambut + cuci,40000
5/4/2023,4,Thursday,May,2023,totok + facial,100000
5/4/2023,4,Thursday,May,2023,potong rambut + cuci,40000
5/4/2023,4,Thursday,May,2023,potong rambut + cuci,40000
5/4/2023,4,Thursday,May,2023,potong rambut,35000
5/4/2023,4,Thursday,May,2023,potong rambut + cuci,40000
5/4/2023,4,Thursday,May,2023,creambath,55000
5/4/2023,4,Thursday,May,2023,potong rambut + cuci,40000
5/4/2023,4,Thursday,May,2023,potong rambut + cuci,40000
5/4/2023,4,Thursday,May,2023,potong rambut + cuci,40000
5/4/2023,4,Thursday,May,2023,cat rambut,350000
5/4/2023,4,Thursday,May,2023,cat rambut,300000
5/4/2023,4,Thursday,May,2023,cat rambut,300000
5/5/2023,5,Friday,May,2023,potong rambut + cuci,40000
5/5/2023,5,Friday,May,2023,potong rambut + cuci,40000
5/5/2023,5,Friday,May,2023,potong rambut,35000
5/5/2023,5,Friday,May,2023,creambath + catok,85000
5/5/2023,5,Friday,May,2023,potong rambut + cuci + catok,70000
5/6/2023,6,Saturday,May,2023,potong rambut + cuci,40000
5/6/2023,6,Saturday,May,2023,catok + cuci + tonic,45000
5/6/2023,6,Saturday,May,2023,hair spa + catok catok,90000
5/6/2023,6,Saturday,May,2023,potong rambut + cuci,40000
5/6/2023,6,Saturday,May,2023,potong rambut + cuci + catok,70000
5/6/2023,6,Saturday,May,2023,potong rambut + cuci,40000
5/6/2023,6,Saturday,May,2023,potong rambut + cuci,40000
5/6/2023,6,Saturday,May,2023,potong rambut,35000
5/6/2023,6,Saturday,May,2023,potong rambut + cuci,40000
5/6/2023,6,Saturday,May,2023,facial,50000
5/6/2023,6,Saturday,May,2023,potong rambut,35000
5/6/2023,6,Saturday,May,2023,potong rambut + cuci,40000
5/6/2023,6,Saturday,May,2023,potong rambut,35000
5/6/2023,6,Saturday,May,2023,potong rambut,35000
5/6/2023,6,Saturday,May,2023,potong rambut + cuci,40000
5/6/2023,6,Saturday,May,2023,potong rambut + cuci,40000
5/6/2023,6,Saturday,May,2023,potong rambut + cuci,40000
5/6/2023,6,Saturday,May,2023,potong rambut,35000
5/6/2023,6,Saturday,May,2023,catok,30000
5/6/2023,6,Saturday,May,2023,hair spa,65000
5/7/2023,7,Sunday,May,2023,potong rambut,35000
5/7/2023,7,Sunday,May,2023,catok variasi,35000
5/7/2023,7,Sunday,May,2023,hair spa,65000
5/7/2023,7,Sunday,May,2023,potong rambut + cuci,40000
5/7/2023,7,Sunday,May,2023,catok,30000
5/7/2023,7,Sunday,May,2023,potong rambut anak,30000
5/7/2023,7,Sunday,May,2023,hair treatment (obat sendiri),50000
5/7/2023,7,Sunday,May,2023,totok,60000
5/7/2023,7,Sunday,May,2023,hair treatment (obat sendiri),50000
5/7/2023,7,Sunday,May,2023,potong rambut + cuci,40000
5/7/2023,7,Sunday,May,2023,potong rambut + cuci,40000
5/7/2023,7,Sunday,May,2023,potong rambut,35000
5/7/2023,7,Sunday,May,2023,potong rambut + cuci + catok,70000
5/7/2023,7,Sunday,May,2023,perm (keriting),150000
5/7/2023,7,Sunday,May,2023,perm (keriting),150000
5/7/2023,7,Sunday,May,2023,totok + facial,100000
5/7/2023,7,Sunday,May,2023,lulur,65000
5/7/2023,7,Sunday,May,2023,creambath,55000
5/8/2023,8,Monday,May,2023,potong rambut + cuci,40000
5/8/2023,8,Monday,May,2023,potong rambut,35000
5/8/2023,8,Monday,May,2023,potong rambut,35000
5/8/2023,8,Monday,May,2023,facial,50000
5/8/2023,8,Monday,May,2023,catok,30000
5/8/2023,8,Monday,May,2023,alis,20000
5/8/2023,8,Monday,May,2023,cat rambut,225000
5/9/2023,9,Tuesday,May,2023,potong rambut,35000
5/9/2023,9,Tuesday,May,2023,creambath + catok,85000
5/9/2023,9,Tuesday,May,2023,potong rambut + cuci,40000
5/9/2023,9,Tuesday,May,2023,potong rambut + cuci,40000
5/9/2023,9,Tuesday,May,2023,totok,60000
5/9/2023,9,Tuesday,May,2023,potong rambut + cuci,40000
5/9/2023,9,Tuesday,May,2023,potong rambut,35000
5/10/2023,10,Wednesday,May,2023,creambath,55000
5/10/2023,10,Wednesday,May,2023,creambath,55000
5/10/2023,10,Wednesday,May,2023,potong rambut + cuci,40000
5/10/2023,10,Wednesday,May,2023,hair spa,65000
5/10/2023,10,Wednesday,May,2023,catok,30000
5/10/2023,10,Wednesday,May,2023,potong rambut + cuci,40000
5/10/2023,10,Wednesday,May,2023,creambath,55000
5/10/2023,10,Wednesday,May,2023,potong poni,20000
5/11/2023,11,Thursday,May,2023,hair spa,65000
5/11/2023,11,Thursday,May,2023,potong rambut,35000
5/11/2023,11,Thursday,May,2023,potong rambut,35000
5/11/2023,11,Thursday,May,2023,potong rambut,35000
5/11/2023,11,Thursday,May,2023,potong rambut + cuci,40000
5/11/2023,11,Thursday,May,2023,potong rambut + cuci,40000
5/11/2023,11,Thursday,May,2023,potong rambut,35000
5/11/2023,11,Thursday,May,2023,potong rambut,35000
5/11/2023,11,Thursday,May,2023,potong rambut + cuci,40000
5/11/2023,11,Thursday,May,2023,creambath,55000
5/11/2023,11,Thursday,May,2023,hair spa,65000
5/12/2023,12,Friday,May,2023,hair spa,65000
5/12/2023,12,Friday,May,2023,potong rambut + cuci,40000
5/12/2023,12,Friday,May,2023,hair treatment (obat sendiri),60000
5/12/2023,12,Friday,May,2023,potong rambut + cuci,40000
5/12/2023,12,Friday,May,2023,hair spa,65000
5/12/2023,12,Friday,May,2023,potong rambut,35000
5/12/2023,12,Friday,May,2023,cat rambut (obat bawa sendiri),50000
5/12/2023,12,Friday,May,2023,totok,60000
5/12/2023,12,Friday,May,2023,potong poni,20000
5/12/2023,12,Friday,May,2023,potong rambut + cuci,40000
5/12/2023,12,Friday,May,2023,creambath + catok,85000
5/13/2023,13,Saturday,May,2023,hair spa,70000
5/13/2023,13,Saturday,May,2023,potong rambut,40000
5/13/2023,13,Saturday,May,2023,potong rambut,40000
5/13/2023,13,Saturday,May,2023,catok variasi,35000
5/13/2023,13,Saturday,May,2023,potong rambut,40000
5/13/2023,13,Saturday,May,2023,potong rambut + cuci,45000
5/13/2023,13,Saturday,May,2023,potong rambut,40000
5/13/2023,13,Saturday,May,2023,potong rambut + cuci + tonic,50000
5/13/2023,13,Saturday,May,2023,potong rambut + cuci + catok,75000
5/13/2023,13,Saturday,May,2023,potong rambut,40000
5/13/2023,13,Saturday,May,2023,smothing,450000
5/13/2023,13,Saturday,May,2023,potong rambut + cuci,45000
5/13/2023,13,Saturday,May,2023,potong rambut + cuci,45000
5/13/2023,13,Saturday,May,2023,perm (keriting),250000
5/13/2023,13,Saturday,May,2023,perm (keriting),150000
5/13/2023,13,Saturday,May,2023,perm (keriting),150000
5/13/2023,13,Saturday,May,2023,potong rambut,40000
5/14/2023,14,Sunday,May,2023,potong rambut anak,35000
5/14/2023,14,Sunday,May,2023,potong rambut + cuci,45000
5/14/2023,14,Sunday,May,2023,hair spa,70000
5/14/2023,14,Sunday,May,2023,smothing,250000
5/14/2023,14,Sunday,May,2023,potong rambut + cuci,45000
5/14/2023,14,Sunday,May,2023,creambath,60000
5/14/2023,14,Sunday,May,2023,hair treatment (obat sendiri),65000
5/14/2023,14,Sunday,May,2023,catok,35000
5/14/2023,14,Sunday,May,2023,hair spa,70000
5/14/2023,14,Sunday,May,2023,potong rambut + cuci,45000
5/14/2023,14,Sunday,May,2023,potong rambut + cuci,45000
5/14/2023,14,Sunday,May,2023,masker,75000
5/14/2023,14,Sunday,May,2023,catok,35000
5/15/2023,15,Monday,May,2023,potong rambut + cuci,45000
5/15/2023,15,Monday,May,2023,potong rambut + cuci,45000
5/15/2023,15,Monday,May,2023,hair spa,70000
5/15/2023,15,Monday,May,2023,catok variasi,40000
5/15/2023,15,Monday,May,2023,smothing,450000
5/15/2023,15,Monday,May,2023,hair spa + catok catok,90000
5/15/2023,15,Monday,May,2023,potong poni,20000
5/15/2023,15,Monday,May,2023,potong rambut + cuci + catok,75000
5/15/2023,15,Monday,May,2023,potong rambut + cuci + catok,75000
5/15/2023,15,Monday,May,2023,potong rambut,35000
5/15/2023,15,Monday,May,2023,potong rambut,50000
5/15/2023,15,Monday,May,2023,potong rambut + cuci,45000
5/15/2023,15,Monday,May,2023,potong rambut + cuci,45000
5/15/2023,15,Monday,May,2023,potong rambut + cuci + tonic,50000
5/16/2023,16,Tuesday,May,2023,catok + cuci,40000
5/16/2023,16,Tuesday,May,2023,potong rambut + cuci,45000
5/16/2023,16,Tuesday,May,2023,creambath,100000
5/16/2023,16,Tuesday,May,2023,totok + facial,55000
5/16/2023,16,Tuesday,May,2023,creambath,60000
5/16/2023,16,Tuesday,May,2023,potong rambut + cuci,45000
5/17/2023,17,Wednesday,May,2023,potong rambut + cuci,45000
5/17/2023,17,Wednesday,May,2023,potong rambut,40000
5/17/2023,17,Wednesday,May,2023,potong rambut anak,35000
5/17/2023,17,Wednesday,May,2023,potong rambut + cuci,45000
5/17/2023,17,Wednesday,May,2023,catok variasi,40000
5/17/2023,17,Wednesday,May,2023,potong rambut + cuci,45000
5/17/2023,17,Wednesday,May,2023,potong rambut,40000
5/17/2023,17,Wednesday,May,2023,catok variasi,40000
5/17/2023,17,Wednesday,May,2023,facial,55000
5/17/2023,17,Wednesday,May,2023,potong rambut,40000
5/17/2023,17,Wednesday,May,2023,hair spa,70000
5/18/2023,18,Thursday,May,2023,potong rambut,40000
5/18/2023,18,Thursday,May,2023,potong rambut,40000
5/18/2023,18,Thursday,May,2023,potong rambut,40000
5/18/2023,18,Thursday,May,2023,potong rambut + cuci,45000
5/18/2023,18,Thursday,May,2023,potong rambut + cuci,45000
5/18/2023,18,Thursday,May,2023,potong rambut,40000
5/18/2023,18,Thursday,May,2023,potong rambut + cuci,45000
5/18/2023,18,Thursday,May,2023,potong rambut + cuci,45000
5/19/2023,19,Friday,May,2023,potong rambut + cuci,45000
5/19/2023,19,Friday,May,2023,potong rambut + cuci,45000
5/19/2023,19,Friday,May,2023,potong rambut,40000
5/19/2023,19,Friday,May,2023,catok variasi,40000
5/19/2023,19,Friday,May,2023,potong rambut + cuci,45000
5/19/2023,19,Friday,May,2023,catok variasi,40000
5/19/2023,19,Friday,May,2023,creambath,60000
5/19/2023,19,Friday,May,2023,catok variasi,40000
5/19/2023,19,Friday,May,2023,potong rambut + cuci,45000
5/19/2023,19,Friday,May,2023,potong rambut + cuci + catok,75000
5/20/2023,20,Saturday,May,2023,potong rambut + cuci,45000
5/20/2023,20,Saturday,May,2023,creambath,60000
5/20/2023,20,Saturday,May,2023,potong rambut,40000
5/20/2023,20,Saturday,May,2023,potong rambut,40000
5/20/2023,20,Saturday,May,2023,potong rambut + cuci,45000
5/20/2023,20,Saturday,May,2023,potong rambut + cuci,45000
5/20/2023,20,Saturday,May,2023,potong rambut + catok,70000
5/21/2023,21,Sunday,May,2023,catok variasi + cuci + tonic,50000
5/21/2023,21,Sunday,May,2023,catok,35000
5/21/2023,21,Sunday,May,2023,potong rambut anak,35000
5/21/2023,21,Sunday,May,2023,catok variasi,40000
5/21/2023,21,Sunday,May,2023,potong rambut,40000
5/21/2023,21,Sunday,May,2023,potong rambut + cuci,45000
5/21/2023,21,Sunday,May,2023,potong rambut + cuci,45000
5/21/2023,21,Sunday,May,2023,potong rambut + cuci,45000
5/21/2023,21,Sunday,May,2023,potong rambut + cuci,45000
5/21/2023,21,Sunday,May,2023,facial,55000
5/21/2023,21,Sunday,May,2023,potong rambut,40000
5/21/2023,21,Sunday,May,2023,potong rambut,40000
5/21/2023,21,Sunday,May,2023,potong rambut,40000
5/21/2023,21,Sunday,May,2023,creambath,60000
5/21/2023,21,Sunday,May,2023,creambath,60000
5/22/2023,22,Monday,May,2023,potong rambut anak,35000
5/22/2023,22,Monday,May,2023,potong rambut + cuci,45000
5/22/2023,22,Monday,May,2023,potong rambut,40000
5/22/2023,22,Monday,May,2023,catok,35000
5/22/2023,22,Monday,May,2023,catok + cuci,40000
5/22/2023,22,Monday,May,2023,potong rambut + cuci,45000
5/22/2023,22,Monday,May,2023,potong rambut anak,35000
5/23/2023,23,Tuesday,May,2023,potong rambut + cuci,45000
5/23/2023,23,Tuesday,May,2023,potong rambut,40000
5/23/2023,23,Tuesday,May,2023,potong rambut,40000
5/23/2023,23,Tuesday,May,2023,potong rambut + cuci,45000
